name,label,ccc,p_log,replicates,Method,Draw,ccc_hat,selected_lambda,time
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.3,3144,NA,20.914483785629272
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.1,1333,5,2.756973210970561
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.2,1348,0,2.689057715733846
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.3,1446,0,2.697947990894318
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.1,1333,NA,14.607415914535522
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.2,1348,NA,14.19932508468628
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.3,1446,NA,14.00902247428894
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.1,2681,0,3.8568984190622966
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.2,2901,0,3.8845122257868447
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.3,2910,0,3.755314862728119
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.1,2681,NA,20.379964113235474
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.2,2901,NA,22.83468508720398
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.3,2910,NA,20.625900506973267
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.1,1457,0,2.7175057888031007
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.2,1584,0,2.7296079754829408
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.3,1461,0,2.742462122440338
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.1,1457,NA,13.683572053909302
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.2,1584,NA,15.20326018333435
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.3,1461,NA,14.559346914291382
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.1,2889,50,3.9456482330958047
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.2,2905,0,3.8675788243611655
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.3,2928,50,3.784557863076528
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.1,2889,NA,22.04364538192749
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.2,2905,NA,20.5892231464386
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.3,2928,NA,19.82421374320984
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.1,1461,10,2.7253701130549115
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.2,1507,5,2.6263330221176147
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.3,1459,0,2.7492481589317324
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.1,1461,NA,14.80465316772461
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.2,1507,NA,13.466046333312988
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.3,1459,NA,15.150404691696167
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.1,3161,5,3.8537904143333437
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.2,3167,5,3.865627813339233
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.3,3188,0,3.787270712852478
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.1,3161,NA,21.3673095703125
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.2,3167,NA,21.5405855178833
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.3,3188,NA,20.931913375854492
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.1,1599,0,2.6671170433362326
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.2,1582,0,2.703328216075897
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.3,1597,0,2.6985609928766885
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.1,1599,NA,14.70902967453003
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.2,1582,NA,14.675622940063477
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.3,1597,NA,14.588184833526611
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.1,3142,30,3.9116600513458253
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.2,3171,0,3.7169427196184794
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.3,3200,0,3.847392280896505
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.1,3142,NA,22.460264682769775
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.2,3171,NA,19.733306169509888
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.3,3200,NA,21.11206364631653
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.1,1457,0,2.7066049059232076
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.2,1446,20,2.615446166197459
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,gof,r1.3,1588,10,2.729092609882355
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.1,1457,NA,12.925101280212402
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.2,1446,NA,14.832429885864258
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 6)",1000,0.9937285,6,mle_no_pen,r1.3,1588,NA,15.391988515853882
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.1,2882,0,3.762182875474294
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.2,3202,0,3.939066445827484
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,gof,r1.3,2933,50,3.7461967627207438
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.1,2882,NA,18.740285873413086
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.2,3202,NA,21.70563769340515
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 6)",2000,0.9937285,6,mle_no_pen,r1.3,2933,NA,21.388766527175903
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.1,1445,0,2.2776207367579144
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.2,1443,0,2.4139208356539408
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.3,1427,0,2.3706032911936443
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.4,1430,0,2.334952688217163
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.1,1445,NA,10.439638614654541
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.2,1443,NA,13.204212665557861
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.3,1427,NA,11.981922626495361
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.4,1430,NA,12.186277389526367
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.1,2867,20,3.376987640062968
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.2,2844,0,3.267289892832438
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.3,2880,0,3.4705573240915935
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.4,3118,0,3.319193176428477
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.1,2867,NA,18.193158626556396
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.2,2844,NA,17.677221536636353
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.3,2880,NA,19.78861093521118
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.4,3118,NA,18.008661031723022
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.1,1464,0,2.384169129530589
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.2,1439,5,2.306599454085032
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.3,1420,0,2.3249961455663044
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.4,1568,0,2.3240652879079184
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.1,1464,NA,11.14234209060669
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.2,1439,NA,13.136699438095093
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.3,1420,NA,11.787277460098267
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.4,1568,NA,12.96012806892395
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.1,2855,0,3.233391054471334
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.2,2858,0,3.197424336274465
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.3,2855,0,3.1916146953900655
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.4,2889,50,3.2289312958717344
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.1,2855,NA,16.05509924888611
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.2,2858,NA,18.75782585144043
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.3,2855,NA,17.581022262573242
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.4,2889,NA,17.496222496032715
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.1,1441,0,2.394662793477376
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.2,1473,0,2.4291115244229635
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.3,1443,5,2.4300889094670612
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.4,1590,20,2.3700818339983623
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.1,1441,NA,8.077838659286499
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.2,1473,NA,13.294289350509644
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.3,1443,NA,13.527130365371704
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.4,1590,NA,14.084841966629028
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.1,2887,0,3.3586116949717204
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.2,3132,0,3.3885846694310504
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.3,2864,0,3.1555189569791158
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.4,2846,40,3.257274830341339
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.1,2887,NA,17.798097372055054
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.2,3132,NA,18.068730115890503
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.3,2864,NA,18.426556825637817
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.4,2846,NA,18.46600604057312
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.1,1446,0,2.4163537780443827
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.2,1443,0,2.4187239011128745
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.3,1420,0,2.3499916791915894
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,gof,r1.4,1566,0,2.3616718967755634
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.1,1446,NA,12.856629848480225
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.2,1443,NA,12.97389554977417
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.3,1420,NA,11.944290399551392
logarithmic_fct-list/ccc_1000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 1000, prob = 0.99, replicates = 6)",1000,0.99,6,mle_no_pen,r1.4,1566,NA,12.740052700042725
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.1,2833,30,3.204520626862844
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.2,2867,30,3.3606006503105164
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.3,2833,70,3.2927428404490153
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,gof,r1.4,2848,15,3.2393020431200665
logarithmic_fct-list/ccc_2000/p_log_0.99/replicates_6,"Logarithmic draws from true C = 2000, prob = 0.99, replicates = 6)",2000,0.99,6,mle_no_pen,r1.1,2833,NA,17.98064613342285
