name,label,ccc,p_log,replicates,Method,Draw,ccc_hat,selected_lambda,time
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1471,40,5.420224686463674
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1473,0,5.492890747388204
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1475,0,5.36408193508784
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1471,NA,28.895069122314453
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1473,NA,30.43631148338318
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1475,NA,28.357654333114624
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,2933,0,7.129410847028097
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,2944,0,7.372163383165995
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,2928,0,5.788241724173228
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,2933,NA,42.94045448303223
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,2944,NA,45.0587272644043
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,2928,NA,44.867741107940674
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1459,70,5.554238569736481
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1599,5,5.388870700200399
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1489,0,5.655290818214416
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1459,NA,29.99051785469055
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1599,NA,29.275744915008545
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1489,NA,29.896247148513794
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,3163,0,5.381005044778188
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,2967,0,5.585064021746318
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,2928,105,5.9532600998878475
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,3163,NA,45.06246781349182
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,2967,NA,45.44878554344177
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,2928,NA,47.634408950805664
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1603,10,5.560080397129059
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1479,0,5.414599100748698
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1479,0,5.585870043436686
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1603,NA,30.369475841522217
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1479,NA,30.464017629623413
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1479,NA,31.32413649559021
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,3186,0,5.716322902838389
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,2921,0,5.23920179605484
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,3173,15,5.172566803296407
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,3186,NA,44.59476947784424
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,2921,NA,43.505521297454834
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,3173,NA,47.259397745132446
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1462,0,5.370692276954651
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1464,20,5.4723464806874595
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1495,0,5.406415418783824
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1462,NA,29.848608016967773
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1464,NA,29.410905838012695
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1495,NA,27.8948233127594
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,2924,0,5.533023146788279
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,2975,40,5.708257377147675
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,2932,0,6.217309447129567
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,2924,NA,43.80738282203674
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,2975,NA,44.2593457698822
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,2932,NA,45.2714262008667
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1489,0,5.521128849188487
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1482,0,5.572907849152883
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1599,20,5.480769570668539
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1489,NA,28.50953245162964
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1482,NA,29.160864114761353
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1599,NA,29.291522979736328
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,3181,0,6.742341538270314
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,3184,0,6.577084990342458
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,2928,0,4.545652810732523
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,3181,NA,45.47715520858765
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,3184,NA,45.309956550598145
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,2928,NA,46.163392066955566
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1470,0,5.367945059140523
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1484,0,5.367997205257415
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1473,0,5.30739459991455
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1470,NA,28.620233058929443
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1484,NA,29.944434642791748
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1473,NA,28.810893774032593
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,2930,105,6.316066634654999
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,2926,0,6.131993424892426
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,3198,0,5.362975815931956
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,2930,NA,44.67499661445618
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,2926,NA,44.06906461715698
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,3198,NA,43.86946177482605
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1595,0,5.564183024565379
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1462,40,5.244282619158427
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1613,15,5.522459371884664
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1595,NA,29.689666271209717
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1462,NA,27.84920907020569
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1613,NA,30.243900775909424
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,3144,0,7.042464566230774
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,3179,0,6.5574217995007835
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,2939,140,5.317149746417999
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,3144,NA,42.44933724403381
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,3179,NA,40.364598989486694
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,2939,NA,46.31767249107361
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1466,0,5.489894676208496
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1464,30,5.361101388931274
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1488,40,5.61671754916509
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1466,NA,27.439818620681763
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1464,NA,28.638278245925903
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1488,NA,28.32041883468628
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,2912,0,5.162480000654856
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,2928,0,4.673215548197429
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,2967,0,7.590123661359152
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,2912,NA,45.23900580406189
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,2928,NA,45.67264175415039
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,2967,NA,44.09102129936218
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.1,1488,40,5.488481299082438
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.2,1473,0,5.486023851235708
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,gof,r1.3,1477,70,5.587493367989858
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.1,1488,NA,25.977888584136963
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.2,1473,NA,29.749764680862427
logarithmic_fct-list/ccc_1000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.9937285, replicates = 14)",1000,0.9937285,14,mle_no_pen,r1.3,1477,NA,29.00411295890808
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.1,2951,40,6.91719022989273
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.2,2917,140,5.101915403207143
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,gof,r1.3,2917,140,7.340803535779317
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.1,2951,NA,45.88816857337952
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.2,2917,NA,41.643614768981934
logarithmic_fct-list/ccc_2000/p_log_c015c9854ed46bc990d99b5c9a1fa8ad3c5c837e/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.9937285, replicates = 14)",2000,0.9937285,14,mle_no_pen,r1.3,2917,NA,47.24139904975891
