method,ccc,alpha,delta,r,ccc_hat,absolute_error,alpha_hat,delta_hat,selected_lambda,time,sim_subset,draw,id,eta,alpha_delta_r
[0] MLE,1e3,0.01,1e-5,10,1378,378,0.007555583082438498,1.0278336346324428e-5,NA,96.25299999999993,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[0] MLE,1e3,0.01,1e-5,10,1736,736,0.005489638099919928,9.63684640385887e-6,NA,93.875,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,168.7,831.3,0.09461259018581648,1.2538971489656603e-5,60,13870.983999999997,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,180.5,819.5,0.08976546930790502,8.964072705171044e-6,55,14368.756000000023,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,167.3,832.7,0.1017649638464593,9.759602217566887e-6,60,14721.497000000003,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,174.55,825.45,0.09864137925338708,1.1750216523221037e-5,50,15281.431000000011,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,167.75,832.25,0.09792392735253241,9.489218451943235e-6,60,14406.812999999995,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1106.9,106.90000000000009,0.010652848849698726,1.3177905368986759e-5,5,7045.870999999999,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1795.4,795.4000000000001,0.005534082112079725,9.425125282713432e-6,0,7345.948999999993,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1468.7,468.70000000000005,0.007023522327911577,9.893632396658042e-6,10,7584.92300000001,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1392.2,392.20000000000005,0.011318177038358645,1.1441984182280643e-5,0,7918.220000000001,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1899,899,0.005210130763066191,9.592049998096055e-6,0,7426.101999999999,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,181,819,0.07208763239732868,9.540013892390334e-6,50,1803.7880000000005,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,318,682,0.03473273216991466,6.250541181943662e-6,60,1915.3689999999988,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,372,628,0.03123780008350003,8.209673512204362e-6,45,1971.1299999999974,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,390,610,0.030374825514682773,8.962675168552255e-6,55,2072.0469999999987,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,1265,265,0.0076446040034801694,9.424000507825717e-6,50,1910.2289999999994,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,233.2,766.8,0.07888752876477528,1.3984392544871583e-5,50,6503.341,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,195.8,804.2,0.08226513385750438,9.28013097327536e-6,50,6812.297999999995,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,170.9,829.1,0.09854348201677231,1.0424868739922334e-5,60,7011.645000000004,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,190.9,809.1,0.10202590010086249,1.1625321944286771e-5,55,7311.004000000001,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,232.9,767.1,0.08874590685180143,9.101965689851436e-6,55,6859.024000000005,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[0] MLE,1e3,0.01,1e-5,14,1262,262,0.00739534219262922,1.0252294130169206e-5,NA,121.93600000000015,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.01,1e-5,14,1786,786,0.005530935709935858,1.0098865848548503e-5,NA,128.0930000000003,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.01,1e-5,14,1820,820,0.005530769456580095,1.0186748461729687e-5,NA,140.4699999999998,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.01,1e-5,14,1755,755,0.005550512095877333,9.677854168132657e-6,NA,131.3430000000003,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.01,1e-5,14,1670,670,0.005783620759992508,1.1355504412415518e-5,NA,126.76299999999992,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,168.7,831.3,0.09493182486502334,1.1715758809492773e-5,55,18947.886999999988,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,299.65,700.35,0.0682913490240189,9.236502503037071e-6,60,19400.670999999973,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,243.4,756.6,0.07056342095493473,9.812728945432294e-6,55,20388.130999999994,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,186.75,813.25,0.0911800301095835,1.0832092028031125e-5,60,18424.34400000004,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,170.6,829.4,0.1007303959319177,1.2587978113781404e-5,60,17940.22999999998,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1310.1,310.0999999999999,0.008262242067882323,1.0142674684161176e-5,5,9355.943,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1967.6,967.5999999999999,0.005276216556684442,1.0043418054947404e-5,0,9781.703999999998,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1308.3,308.29999999999995,0.011123143375318912,1.034067134189513e-5,5,10011.271999999997,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1930,930,0.005003353101240624,9.808163725181992e-6,0,9850.645000000019,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1401.9,401.9000000000001,0.007060907098045623,1.1256867609089785e-5,0,9464.261999999988,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,667,333,0.015185870350408996,8.962742351844946e-6,55,2503.5449999999983,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,1216,216,0.008264092008404151,8.980373510237246e-6,50,2638.678,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,390,610,0.03014612433007333,8.25474543059799e-6,55,2772.447,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,723,277,0.01397750433395564,8.189288979424016e-6,55,2701.9690000000046,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,242,758,0.05195074085113261,9.481868250979383e-6,45,2627.136000000006,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,465.2,534.8,0.040066533222693164,9.18115716530524e-6,30,9731.312999999995,10,1,46,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,284.4,715.6,0.05528114761355055,8.887630410316774e-6,60,9866.146999999997,10,2,47,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,262.3,737.7,0.06218617826233733,9.56130818849222e-6,55,10308.59600000002,10,3,48,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,285.5,714.5,0.08136742078603418,1.0345559079400114e-5,55,9900.892999999982,10,4,49,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,436.9,563.1,0.044523402258684446,1.0544645024518358e-5,30,9505.709000000003,10,5,50,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.1,0.1,6,2370,1370,0.038048008208102606,0.09117637847538354,NA,54.61,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,6,666,334,0.16041585221040866,0.10648540275707329,NA,57.855999999999995,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,6,740,260,0.1391782254836359,0.09618277547506042,NA,59.25399999999999,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,6,1472,472,0.0685357461777778,0.10341108698799176,NA,56.19399999999999,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,6,667,333,0.17469152131149734,0.11815685215801729,NA,62.42699999999999,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,327.7,672.3,0.5605148546341339,0.17583805812655112,55,14159.814999999999,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,301.9,698.1,0.6250103520917669,0.17868403840737662,45,13611.805999999999,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,314.3,685.7,0.5810083241240118,0.16193962959643404,45,13756.748,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,320.5,679.5,0.6564032391299018,0.2023528294584973,60,14114.396999999997,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,275.1,724.9,0.9443933316729912,0.2443085732959151,60,14685.059999999998,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,3059.3,2059.3,0.03526374865985363,0.0894383052339342,0,4729.293,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,646.3,353.70000000000005,0.17585942359372855,0.11164839530409595,0,4511.5019999999995,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,760.5,239.5,0.15323664254886316,0.10007098045199016,0,4618.4580000000005,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,1396.6,396.5999999999999,0.09248629597860196,0.10727871839588264,0,4775.567999999999,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,647,353,0.1839680952013087,0.11980701386125082,0,4947.026000000002,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,2370,1370,0.038048008208046206,0.09117637847536987,0,1270.247,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,666,334,0.1604158522044105,0.1064854027529463,0,1266.1599999999999,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,740,260,0.1391782254836359,0.09618277547506042,0,1277.3139999999999,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,1472,472,0.06853574617760491,0.10341108698782253,0,1247.2730000000001,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,667,333,0.17469152130696403,0.11815685215498695,0,1366.1489999999994,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,3059.3,2059.3,0.03526374865985363,0.0894383052339342,0,4728.33,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,646.3,353.70000000000005,0.17585942359372855,0.11164839530409595,0,4492.154,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,760.5,239.5,0.15323664254886316,0.10007098045199016,0,4554.1990000000005,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,1396.6,396.5999999999999,0.09248629597860196,0.10727871839588264,0,4714.233,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,647,353,0.1839680952013087,0.11980701386125082,0,4893.07,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,10,1233,233,0.07752023219793533,0.0959025266435331,NA,89.6690000000001,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,10,786,214,0.13225980935310552,0.100193856576058,NA,92.50500000000011,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,10,857,143,0.12708871671513175,0.11106322669775165,NA,98.66300000000001,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,10,720,280,0.15476347797460316,0.11159994286797643,NA,102.55700000000002,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,10,1196,196,0.08181706854699038,0.0999863187048209,NA,90.6640000000001,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,374.95,625.05,0.4118888735149079,0.149762422074273,60,21325.66499999998,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,350.8,649.2,0.4708876903482858,0.1530011176200025,60,21337.043999999994,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,371.75,628.25,0.45742940969316026,0.16735175557626467,55,21766.744999999995,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,340.6,659.4,0.5343097081422248,0.17424089427542877,60,22322.67499999999,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,381.8,618.2,0.41001762699181965,0.15451079218420777,55,20910.28999999998,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,1272,272,0.08325461546873164,0.09607538110043787,0,7262.103000000003,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,774.7,225.29999999999995,0.14000367499006366,0.10058135012006619,5,7089.968999999997,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,900.5,99.5,0.1315558745884406,0.1140530398384435,0,7363.837999999996,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,713.8,286.20000000000005,0.16836381459891206,0.1140542280904261,0,7660.437000000005,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,1311.7,311.70000000000005,0.08550473430722766,0.09932473383468325,0,7170.05799999999,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,1233,233,0.07752023219793533,0.0959025266435331,0,1964.076000000001,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,786,214,0.1322598093531011,0.10019385657604678,0,1905.6929999999993,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,857,143,0.12708931375719257,0.11106304871441833,0,2045.9159999999974,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,720,280,0.1547634779746258,0.11159994286799976,0,2077.276999999998,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,1196,196,0.08181706854709514,0.09998631870489834,0,1963.3790000000008,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,1272,272,0.08325461546873164,0.09607538110043787,0,6602.137999999999,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,929.3,70.70000000000005,0.11322170703952705,0.09631754681899476,0,6417.878000000004,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,900.5,99.5,0.1315558745884406,0.1140530398384435,0,6670.237999999998,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,713.8,286.20000000000005,0.16836381459891206,0.1140542280904261,0,6950.7469999999885,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,1311.7,311.70000000000005,0.08550473430722766,0.09932473383468325,0,6455.03300000001,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,14,996,4,0.09851609064521559,0.09827864048503551,NA,135.79999999999995,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.1,0.1,14,924,76,0.11165731250150876,0.1010379637286397,NA,129.75400000000013,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.1,0.1,14,768,232,0.14504781355080695,0.11236408430790036,NA,135.51199999999994,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.1,0.1,14,1145,145,0.08433532572794425,0.09647938074709031,NA,121.88200000000006,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.1,0.1,14,905,95,0.11345539107759596,0.10382181974195274,NA,136.42100000000028,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,411.25,588.75,0.3423055549734038,0.13773400879116174,60,26995.938000000024,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,432.85,567.15,0.33329866196809055,0.13720969078544287,55,26373.820000000007,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,399.9,600.1,0.39445318742981506,0.1547365773677815,60,28062.587,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,465.6,534.4,0.2815770830450969,0.12869413189706044,50,26017.574000000022,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,428.55,571.45,0.3287575629060914,0.13990614724042352,55,27403.319000000018,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,912.4,87.60000000000002,0.11318506166420512,0.10209251939691755,0,9921.61099999999,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,871.3,128.70000000000005,0.12714071432489782,0.10312179835897997,10,9452.150000000023,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,747.7,252.29999999999995,0.15751396614323182,0.11583550553267506,0,10298.844000000012,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,1220.8,220.79999999999995,0.08141642569861507,0.09693436377272874,0,9599.043000000005,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,872,128,0.1206586909634458,0.10553690729028455,0,10283.360999999975,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,996,4,0.09851609064749517,0.09827864049078427,0,2771.9040000000023,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,924,76,0.11165731250120416,0.10103796372804139,0,2674.7490000000034,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,768,232,0.14504781354641885,0.11236408430442522,0,2857.6410000000033,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,1145,145,0.084335325728995,0.09647938074680101,0,2595.4030000000057,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,905,95,0.11345539107878638,0.10382181974380675,0,2743.2710000000006,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,912.4,87.60000000000002,0.11318506166420512,0.10209251939691755,0,9056.266000000003,11,1,51,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,1203.4,203.4000000000001,0.08994777252992432,0.09698594740084876,0,9269.823000000004,11,2,52,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,747.7,252.29999999999995,0.15751396614323182,0.11583550553267506,0,9949.983000000007,11,3,53,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,1220.8,220.79999999999995,0.08141642569861507,0.09693436377272874,0,9382.55799999999,11,4,54,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,872,128,0.1206586909634458,0.10553690729028455,0,9981.056000000011,11,5,55,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.01,1e-5,6,2178,1178,0.004450293029307673,9.897270516092618e-6,NA,58.76999999999998,11,1,51,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,6,1954,954,0.005237505220927411,7.698451023552649e-6,NA,63.543000000000006,11,2,52,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,6,496,504,0.023295570913852048,9.96170675773879e-6,NA,62.712999999999965,11,3,53,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,6,330,670,0.03269423545332689,1.0223209464339293e-5,NA,59.23599999999999,11,4,54,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,6,1306,306,0.007816871833935347,1.1421670000777414e-5,NA,62.823999999999955,11,5,55,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,240.75,759.25,0.09341471174452512,9.659702948189034e-6,60,14865.326000000001,11,1,51,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,354.45,645.55,0.06144289074799416,5.600693243445546e-6,55,15907.550999999992,11,2,52,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,249.65,750.35,0.08514871958264791,1.1110643918992514e-5,40,15875.773000000001,11,3,53,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,179.65,820.35,0.14327778737092223,1.4077364839389003e-5,50,14656.463000000003,11,4,54,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,327.1,672.9,0.05400587473928619,9.727700069399495e-6,60,15866.337,11,5,55,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[2] CV likelihood,1e3,0.01,1e-5,6,2026,1026,0.00488933581685555,1.0451615889102454e-5,0,4931.019,11,1,51,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[2] CV likelihood,1e3,0.01,1e-5,6,1622.2,622.2,0.00652749768453036,7.888257040679012e-6,10,5188.704999999998,11,2,52,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[2] CV likelihood,1e3,0.01,1e-5,6,1477.5,477.5,0.00703691406051773,9.573824947661148e-6,0,5174.4259999999995,11,3,53,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[2] CV likelihood,1e3,0.01,1e-5,6,1261.8,261.79999999999995,0.007546450450502672,1.0592507635720792e-5,0,4796.8139999999985,11,4,54,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[2] CV likelihood,1e3,0.01,1e-5,6,448.1,551.9,0.037090757442030546,1.1356767600604253e-5,10,5222.243000000002,11,5,55,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[3] GOF,1e3,0.01,1e-5,6,170,830,0.10038194911728154,1.0809994217187896e-5,55,1252.0169999999998,11,1,51,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[3] GOF,1e3,0.01,1e-5,6,238,762,0.05896461844314327,7.1776586132984245e-6,45,1368.1280000000006,11,2,52,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[3] GOF,1e3,0.01,1e-5,6,174,826,0.09895689279118096,1.0560606799526501e-5,50,1338.5349999999999,11,3,53,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[3] GOF,1e3,0.01,1e-5,6,220,780,0.058958286892013045,8.433844945628781e-6,60,1211.063,11,4,54,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[3] GOF,1e3,0.01,1e-5,6,180,820,0.08985586275760814,9.243766790657509e-6,50,1311.3010000000013,11,5,55,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,264.5,735.5,0.0700739162382326,8.71659764992085e-6,50,4926.217999999997,11,1,51,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,336.9,663.1,0.07176384657144574,5.970901024654475e-6,45,5177.578999999998,11,2,52,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,279.7,720.3,0.08268530354131597,7.0512260591441075e-6,60,5170.353000000003,11,3,53,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,234.8,765.2,0.0782061844286774,7.3721571038871385e-6,55,4614.084999999999,11,4,54,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
