Nodes	12.07.2006.2b	02.07.2008	12.07.2009.1b	08.08.2009.2b	22.08.2009.1	12.09.2006.2b	05.07.2011.2	17.10.2012.2	18.08.2008.2d	25.07.2009.b	14.08.2012.1	02.09.2009.2	04.08.2008.4b	02.06.2008	15.07.2008	16.06.10.1	12.07.2006.1b	19.10.10.2	17.09.2012.2	24.04.12.1	16.06.10.2	25.07.06.1	27.08.13.2	16.09.10.1	27.10.08.2	15.08.2006.1a	23.10.13.2	26.09.2006.1b	12.10.11.2	01.06.08.1	23.09.2009.1	05.07.10.1	27.08.13.1	19.09.07.2	10.08.10.1	17.09.13.2	16.09.09.2	12.10.11.1	27.10.08.1	03.07.13.1	12.06.11.1	12.07.10.2	19.07.11.1	17.09.13.1	22.08.10.1	12.07.10.1	16.09.10.2	23.08.11.2	29.08.08.2	23.09.2009.2	15.05.11.1	23.08.11.1	07.06.12.2	05.05.10.1	05.05.10.2	26.09.07.2	12.09.11.1	23.10.13.1	05.06.13.2	07.06.12.1	16.08.13.2	06.07.07.2	05.06.13.1	29.08.08.1	16.08.13.1	10.08.10.2	22.08.07.2	05.09.06.1	02.08.07.1	27.06.06.1	07.10.08.6b	10.10.07.1	22.08.06.1	05.09.07.2	12.09.11.2	27.06.06.2	19.10.10.1	26.09.07.1	09.05.07.1	22.08.07.1	16.10.2006.2b	19.09.07.1	02.08.07.2	04.08.2008.2b	22.08.2009.p1	02.09.09.1	21.06.2011.2	15.10.09.p2	03.09.08.2b	25.06.2008.a	26.07.10.1	06.07.07.1	09.08.11.1	20.07.2012.2	29.07.2009.2d	13.06.2006.2c	19.07.11.2	20.05.2009.1	16.09.09.1	07.10.2008.5b	22.05.08.1	15.08.2006.2a	15.10.2009.1	29.08.07.2	09.08.11.2	17.09.2008.3b	21.06.2011.1	15.07.2008.2	02.08.2006.1b	19.06.2009.1	01.06.2008	18.08.2008.4d	08.07.2009.2	03.07.13.2	08.08.2009.p2	12.09.2006.1a	05.09.06.2	09.05.07.2	22.08.06.2	17.10.2012.1	20.05.2009.2	25.06.2008.b	05.09.07.1	13.06.2006.1c	28.07.2008.3d	08.07.2009.1	12.07.2009.2b	25.07.2009.p2	14.08.2012.2	20.07.2012.1	10.10.06.1	19.06.2009.2	05.07.2011.1	17.09.2008.1d	02.08.2006.2b	taxa
7124	1	3	1	0	2	3	7	8	0	0	0	0	0	4	0	40	4	2	5	5	58	1	26	15	44	1	48	1	37	29	13	22	10	43	14	54	27	86	85	45	15	2	42	24	3	6	76	12	22	2	4	22	49	17	5	45	21	30	40	32	14	16	96	12	8	18	83	7	43	30	12	74	7	39	46	30	17	38	4	176	1	92	41	2	0	28	12	36	19	24	5	33	0	0	1	5	79	14	11	5	24	1	5	12	0	14	7	0	14	1	9	1	40	114	19	4	58	8	1	13	42	37	135	19	6	21	58	2	6	0	18	83	173	48	60	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7125	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	6	1	6	0	21	6	1	7	3	15	1	6	0	14	24	2	11	3	13	11	5	9	13	18	6	40	1	10	1	1	1	15	4	5	1	28	4	12	30	14	7	4	7	36	5	7	0	74	2	5	5	13	0	4	15	6	17	1	10	15	12	20	21	23	27	0	15	7	1	0	6	10	4	4	3	1	1	0	0	0	5	9	9	2	1	42	0	2	5	0	1	1	0	2	5	8	3	8	31	0	4	9	53	3	2	7	7	18	6	3	1	13	0	9	0	5	33	44	13	14	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7127	0	2	0	0	0	1	3	0	0	0	0	0	0	1	0	13	1	1	0	14	14	0	7	11	13	2	12	0	16	24	6	12	6	6	5	15	10	18	27	33	29	1	21	6	2	0	35	1	6	2	13	8	14	32	19	13	10	6	30	15	5	2	70	4	5	5	13	3	7	28	7	38	7	14	6	20	23	14	17	31	0	26	13	0	2	6	9	7	12	8	1	5	0	0	0	3	33	11	5	1	37	3	0	4	0	1	2	1	5	1	3	0	18	40	6	5	15	34	5	4	23	5	24	19	3	12	35	1	7	0	9	44	66	19	21	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7141	0	0	1	11	31	8	7	22	7	5	26	250	4	0	16	0	5	3	72	0	0	15	39	44	31	61	23	39	34	0	197	0	72	97	327	33	540	39	85	7	0	7	147	29	218	34	98	53	325	268	0	100	1	0	0	103	86	28	1	0	259	21	2	299	78	637	142	196	180	3	389	155	374	275	55	9	5	122	0	349	55	144	169	70	411	1105	4	74	592	9	216	34	32	241	16	1	346	3	1070	575	0	190	112	510	13	631	8	143	184	0	0	281	18	12	756	104	400	0	443	153	13	14	555	0	251	4	34	42	462	281	252	1	75	984	636	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
7142	3	9	4	2	3	0	34	102	0	3	4	67	3	110	16	34	39	79	43	95	45	20	6	70	145	15	78	14	75	148	188	30	11	88	26	23	386	120	197	22	199	15	64	18	51	12	150	28	63	224	217	38	79	113	154	88	76	72	106	80	58	86	141	45	16	66	62	33	9	371	94	114	86	185	66	391	255	117	43	116	57	134	19	14	87	358	344	308	158	110	22	123	5	14	12	391	157	376	676	129	461	46	336	106	1	323	383	134	129	386	453	96	115	47	83	37	101	134	116	598	121	309	362	696	131	97	191	9	83	6	212	236	276	581	500	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
7155	7	7	6	12	21	14	28	24	28	7	1	19	35	119	55	130	97	146	14	132	166	15	179	233	37	100	64	113	134	212	62	375	111	115	94	79	21	163	60	148	202	195	171	42	93	232	509	126	102	110	227	124	143	149	166	237	298	107	493	114	458	168	611	96	380	87	217	109	241	215	313	136	128	222	438	219	449	273	115	307	184	217	313	162	206	50	419	108	423	238	167	116	15	182	31	387	369	353	25	536	516	324	210	184	4	294	584	243	485	351	650	581	243	424	412	168	212	197	107	160	359	334	443	664	432	780	452	37	188	198	208	1035	497	488	1531	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7158	27	26	19	24	105	48	86	129	67	16	123	179	63	562	96	138	329	295	288	1207	184	16	188	263	347	139	130	465	389	897	276	456	86	243	584	129	118	571	377	391	1408	124	267	104	322	163	373	435	267	405	2312	367	561	663	941	362	710	109	1286	505	479	128	1312	267	272	688	725	383	367	1186	579	383	385	431	746	974	1010	534	2325	1076	537	446	482	442	942	539	2244	281	668	565	519	188	18	337	56	1899	375	1083	225	964	3161	449	636	506	2	956	3557	462	424	1164	2744	641	233	1293	1054	823	801	4159	447	1338	565	944	1068	2947	588	940	780	83	1618	1139	680	1498	1458	2208	1512	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7165	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	2	2	4	3	16	2	1	3	3	3	2	0	1	3	10	1	5	2	5	8	2	2	5	7	4	14	0	2	0	5	1	4	6	6	1	31	3	7	7	14	3	9	2	9	7	4	3	15	6	7	8	7	6	5	9	8	2	7	3	15	7	12	3	30	18	5	5	7	4	7	4	15	3	7	2	3	3	1	2	0	14	3	3	3	6	51	1	6	2	1	1	23	5	4	7	12	4	1	16	6	3	13	51	5	6	6	3	18	17	8	3	6	1	9	7	7	5	4	12	7	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7167	0	0	0	0	1	1	0	1	0	0	0	0	1	2	0	5	1	0	1	2	11	0	7	6	14	4	2	0	6	4	1	11	7	15	8	5	1	17	16	12	14	2	7	3	6	8	14	13	3	0	4	9	12	5	5	7	9	2	23	10	14	1	32	2	7	8	30	2	14	9	6	7	2	7	17	16	10	12	2	31	0	16	19	1	0	4	5	6	10	6	8	6	0	1	0	0	9	2	4	3	20	8	1	5	0	7	2	1	11	0	1	0	8	39	4	3	13	4	2	4	8	8	21	13	2	5	7	2	11	3	6	30	14	25	26	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7182	33	34	98	22	39	64	154	146	14	41	34	105	47	283	232	287	315	200	127	138	454	79	472	986	255	222	311	399	319	339	305	877	296	280	374	299	291	492	270	598	330	569	628	192	232	617	2237	233	508	379	104	271	1029	206	240	392	445	354	710	956	397	798	1062	668	353	544	807	666	567	882	527	751	631	537	490	770	674	506	120	1351	934	446	673	328	434	352	1124	611	669	694	567	1002	20	865	50	889	1811	554	375	890	714	781	900	1015	19	887	1489	1590	922	632	1083	697	2633	1626	1778	917	1496	251	571	962	2314	1512	1215	1476	1132	1602	4086	241	750	898	939	2581	2885	2061	2964	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7183	8	4	10	0	0	3	45	1	0	2	0	2	2	141	43	76	115	2	0	58	97	9	1	2	11	6	7	19	13	159	2	50	1	5	0	2	3	21	4	35	119	11	77	2	1	5	3	1	26	8	44	1	178	115	195	10	8	11	129	163	4	30	171	32	2	1	7	34	7	237	5	26	18	4	11	205	19	6	41	6	42	7	3	14	6	2	236	11	2	152	1	60	2	14	1	227	256	281	3	14	306	22	14	58	0	8	272	222	79	324	359	9	256	96	35	40	72	76	9	26	246	416	15	435	92	210	346	18	1	4	32	368	627	23	291	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7185	19	18	18	4	33	40	51	78	16	6	32	35	25	444	71	93	253	92	83	274	103	30	236	254	138	134	230	128	138	654	261	170	181	187	290	139	126	263	180	273	436	165	177	82	196	190	450	331	253	399	477	349	283	276	374	358	253	242	542	265	457	220	592	326	240	355	385	381	212	470	385	494	439	644	245	451	218	387	399	493	355	401	288	166	616	134	698	312	481	353	218	396	16	238	31	567	419	892	174	462	2143	358	457	508	16	730	1254	736	543	865	2155	388	328	439	353	504	725	913	364	745	317	832	1108	1142	383	757	631	38	558	400	195	1554	1059	1450	2133	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7186	4	3	2	0	3	7	39	13	0	9	1	18	0	72	17	35	88	90	6	54	52	1	21	49	68	15	43	69	66	54	35	34	10	30	66	45	37	107	74	107	77	16	49	21	32	7	144	8	55	71	127	10	114	58	29	47	38	30	84	68	58	36	129	65	20	64	51	81	26	226	30	43	72	65	51	258	227	41	102	71	158	40	39	38	37	46	239	144	26	39	10	71	2	38	4	192	123	172	40	46	235	39	154	110	0	42	310	121	42	207	136	101	125	223	108	109	203	181	37	83	134	150	119	377	77	191	205	28	27	9	151	340	447	91	130	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
7213	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0	9	1	3	4	1	0	0	13	2	12	8	11	2	1	4	0	4	1	7	5	19	3	2	5	0	4	2	0	1	0	2	2	2	5	11	7	0	6	1	11	12	3	2	3	4	4	2	1	7	0	3	2	5	2	8	2	0	10	3	11	4	1	1	79	1	0	2	5	12	2	74	5	5	0	3	0	0	0	5	9	5	7	9	1	1	117	5	0	0	5	2	1	17	12	1	9	29	46	3	1	5	3	25	29	5	0	7	2	3	8	6	0	0	194	4	4	4	4	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
7215	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	1	0	0	0	1	53	1	0	0	1	0	0	11	0	0	0	4	1	37	2	0	0	1	0	0	0	3	0	159	3	3	11	0	0	0	0	0	1	2	1	0	0	0	2	0	4	0	9	0	2	1	0	2	1	6	3	0	0	10	1	0	2	1	3	0	1	7	30	0	42	7	0	0	0	0	0	0	0	0	0	98	9	0	1	13	11	0	0	0	1	2	1	0	3	1	0	20	2	5	0	28	2	1	2	3	0	1	0	7	2	5	0	9	1	0	14	11	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
7216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	2	7	0	0	0	5	0	0	0	1	0	0	6	0	2	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
7217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1575	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
7219	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	3	1	1	0	5	2	1	0	6	0	11	5	4	3	2	1	0	2	0	10	1	1	0	10	2	0	4	8	1	1	0	3	0	2	57	4	3	0	16	5	80	101	18	2	23	1	1	4	0	0	3	0	1	0	0	2	9	2	2	0	0	0	0	0	4	0	2	0	1	38	0	5	0	6	1	11	0	13	1	1	1	0	3	4	27	1	0	6	4	0	1	0	20	2	2	2	24	1	5	0	1	42	2	22	1	36	0	11	2	0	4	10	1	14	16	13	14	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
7225	0	0	1	0	0	0	0	1	1	0	0	0	0	3	1	3	1	1	1	0	15	0	0	0	101	0	8	5	0	61	2	14	0	28	0	0	0	3	58	1	4	5	0	0	0	1	0	2	0	1	6	1	7	6	15	10	2	9	10	11	6	129	4	1	1	0	2	4	0	2	6	5	0	28	3	1	4	6	9	3	2	77	7	1	8	0	0	45	3	65	0	181	0	3	1	35	0	10	1	6	25	1	38	1	0	77	6	1	0	15	216	16	16	0	13	1	3	19	2	11	13	226	48	67	1	158	18	0	0	2	1	249	8	265	1	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
7226	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	0	3	0	0	2	17	41	1	1	0	0	1	0	0	22	6	0	1	0	0	1	0	1	0	1	0	1	1	0	1	2	6	0	8	0	4	6	0	9	1	0	0	1	1	0	2	7	7	1	0	2	3	2	1	0	0	1	0	1	4	0	0	0	0	6	3	9	0	8	0	3	0	20	0	2	0	1	16	0	0	0	0	120	0	0	0	2	145	14	1	0	11	0	0	2	0	7	1	43	4	46	0	3	1	0	0	0	0	7	0	375	1	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
7236	0	0	5	0	1	0	9	0	0	4	0	15	0	5	15	6	20	8	0	3	25	2	0	2	22	0	4	0	11	2	15	10	0	6	0	1	18	8	39	39	4	14	9	0	0	15	8	1	1	16	3	7	25	0	3	24	8	2	7	29	0	2	8	0	1	0	1	0	3	4	2	38	0	24	6	9	22	25	1	4	7	9	4	4	27	31	1	14	0	12	1	7	1	1	1	18	15	1	24	12	4	0	28	0	0	6	4	132	6	0	2	2	134	81	56	1	1	1	0	18	122	17	36	25	35	2	166	12	0	0	9	2	83	18	24	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
7237	0	0	1	2	3	0	0	2	0	0	1	6	0	0	2	0	2	0	4	0	0	0	2	0	0	3	1	0	1	0	2	2	1	0	1	0	3	2	0	3	2	1	2	0	0	0	2	6	0	2	0	12	4	0	0	1	0	1	1	6	14	1	0	2	3	4	0	0	1	2	6	1	5	2	0	2	1	1	0	2	3	0	0	1	9	3	10	3	5	3	2	3	0	2	0	1	9	0	10	29	0	6	2	3	0	1	10	17	7	0	0	13	15	4	59	2	0	0	9	8	22	5	2	3	8	10	30	0	16	11	1	8	19	2	30	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
7241	0	0	3	5	3	1	6	9	1	0	4	17	0	3	15	12	16	3	18	0	16	17	12	6	6	10	15	3	18	1	19	15	13	4	36	14	51	16	6	16	2	15	51	11	23	23	27	38	3	35	0	87	81	0	0	10	10	18	23	97	109	12	15	9	21	74	16	4	29	54	112	29	56	14	11	55	3	15	0	21	14	1	14	5	104	87	36	36	136	21	21	10	6	17	0	10	94	2	98	154	0	29	28	19	3	14	62	149	42	0	0	109	110	19	394	1	8	0	93	64	165	41	28	26	45	28	131	6	157	44	35	58	95	27	163	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
7242	10	3	14	2	8	1	31	6	0	10	0	71	3	17	108	104	131	105	0	25	167	13	6	19	232	1	32	6	95	9	88	164	0	68	0	4	255	122	448	405	13	172	69	3	2	182	45	15	5	148	15	60	251	14	32	243	59	25	50	228	6	64	56	3	7	5	39	4	29	74	17	393	5	272	46	116	273	306	21	69	53	119	30	13	150	285	18	135	21	57	6	88	6	7	2	83	145	2	405	34	27	2	153	5	4	54	16	830	27	11	34	22	745	961	316	2	6	69	5	69	750	67	377	134	223	8	998	62	2	1	176	24	510	144	102	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
7253	1	0	0	0	0	7	8	58	0	1	0	2	0	20	9	20	16	142	4	123	27	0	8	2	222	1	69	36	52	56	71	12	2	133	2	4	5	135	225	13	104	2	5	6	0	0	14	5	27	91	301	0	67	290	202	294	229	65	162	89	57	135	181	26	1	9	51	108	0	140	18	116	8	163	223	128	158	241	516	43	256	256	0	2	8	16	428	297	4	40	0	42	0	1	0	227	31	598	15	20	624	2	208	56	1	151	208	59	1	743	149	22	102	72	154	72	216	829	15	446	263	137	356	426	10	55	140	8	0	0	290	67	132	285	9	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Polynucleobacter; s__"
7254	0	2	0	0	0	0	1	1	1	0	0	1	0	2	0	21	8	4	10	11	26	0	0	3	9	0	5	1	5	8	0	14	0	10	1	0	2	2	4	34	11	10	0	0	4	16	2	4	1	2	7	0	12	29	31	8	7	1	84	24	9	25	80	2	1	3	2	1	0	79	1	20	1	4	3	98	15	85	23	6	21	15	4	3	10	4	3	9	11	56	8	14	0	2	1	179	0	55	2	6	14	3	30	1	0	5	19	4	2	90	10	4	12	81	8	3	3	31	2	60	62	49	9	271	1	283	15	4	17	38	26	230	35	5	0	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Polynucleobacter; s__"
7265	1	2	4	0	0	0	1	0	5	34	0	0	15	0	81	12	26	0	0	0	7	0	0	0	0	5	5	0	1	0	1	5	1	3	0	0	0	0	1	0	14	10	6	0	0	38	0	1	0	0	0	1	6	0	0	0	0	0	1	16	2	1	12	1	0	0	8	3	2	8	1	0	3	13	0	14	0	3	0	4	0	3	4	46	0	0	7	0	2	19	371	0	1	0	306	10	6	0	0	6	0	15	0	2	0	6	9	16	2	2	0	36	307	3	0	6	1	0	10	0	121	24	12	28	647	27	376	935	0	0	0	42	62	6	2	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
7266	0	1	0	0	0	0	3	1	4	3	6	4	0	0	0	3	4	16	13	0	6	0	5	2	7	6	2	4	8	0	0	0	11	3	3	1	2	15	3	11	10	10	13	1	2	5	12	18	8	0	0	21	3	0	0	2	151	0	2	9	4	18	3	14	5	36	13	32	16	43	9	8	3	7	143	61	2	1	4	11	2	2	12	6	7	1	90	17	9	3	2	16	1	1	1	27	29	5	0	15	16	7	6	9	1	13	52	0	97	11	2	76	20	22	38	58	39	2	5	4	25	6	7	70	2	5	40	8	81	8	15	11	79	28	241	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
7272	0	0	4	8	0	10	1	0	53	54	6	2	14	0	1	0	5	0	10	0	0	1	16	1	1	29	19	13	30	0	0	1	41	1	9	32	3	1	2	2	0	4	8	44	4	35	1	97	32	1	0	61	2	0	0	0	11	24	0	0	4	0	0	27	38	13	2	50	1	7	67	0	38	1	30	1	1	0	1	1	5	1	1	23	2	21	1	2	135	0	476	1	43	140	68	0	21	0	4	68	0	87	1	55	43	61	1	2	44	1	0	86	69	9	27	121	65	0	364	0	12	0	0	1	133	13	110	788	103	465	19	13	51	440	91	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
7273	0	0	1	5	0	1	2	0	15	41	0	0	18	0	3	0	6	0	3	0	0	8	4	0	0	42	5	3	0	0	0	2	1	0	4	19	0	0	0	0	0	3	8	2	0	6	0	6	8	0	0	4	0	0	0	0	2	0	0	0	4	0	0	5	8	11	0	22	0	9	4	0	6	0	16	2	0	0	0	0	0	0	0	45	0	0	0	0	8	0	83	0	8	0	62	0	20	1	0	1	0	87	0	12	12	15	0	0	67	0	0	49	48	3	52	21	37	0	34	0	5	0	0	0	137	2	20	370	3	12	0	10	4	77	128	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
7324	0	0	0	0	0	1	0	0	4	0	9	1	0	0	2	0	0	0	14	0	0	0	0	0	0	1	0	9	0	0	0	0	1	0	0	0	0	1	0	0	0	3	5	0	1	3	1	6	12	0	0	7	0	0	0	0	5	0	0	0	7	5	0	19	6	1	0	5	2	0	6	0	10	0	24	1	0	0	0	1	0	1	5	1	0	0	0	0	1	0	0	4	0	128	0	0	27	0	0	15	0	4	0	32	0	6	0	25	1	0	0	39	0	0	103	13	14	0	26	0	0	1	0	0	0	0	0	0	98	128	1	0	0	12	5	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
7325	0	0	7	0	0	2	0	2	20	0	1	2	0	0	18	45	1	0	11	0	70	0	0	0	1	3	2	13	12	0	3	2	0	7	4	1	3	22	0	75	189	22	0	0	0	6	0	1	8	11	0	2	407	0	0	1	13	3	32	411	22	10	11	9	31	8	33	3	1	72	27	15	23	6	28	95	0	2	0	40	0	5	3	1	33	0	5	7	7	5	1	11	0	109	4	10	0	1	12	29	0	13	0	18	2	194	1	71	0	4	0	115	380	274	109	4	18	0	124	8	563	96	12	7	144	369	439	0	2	63	3	168	2	321	4	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
7331	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	7	0	0	0	6	1	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	6	1	0	2	0	0	1	2	0	0	0	0	1	0	1	0	2	4	1	7	0	0	0	0	0	5	0	0	32	7	0	1	0	1	7	0	6	0	12	0	0	0	2	7	0	0	7	0	12	3	0	0	0	14	0	1	0	3	0	3	0	0	4	1	441	0	0	0	0	16	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__"
7332	0	0	0	0	1	5	0	0	4	1	0	0	1	1	2	2	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	11	4	0	0	0	0	2	4	9	7	0	0	11	4	0	0	0	0	0	14	0	0	6	0	0	10	26	3	3	34	0	11	7	1	0	0	15	0	15	0	4	1	17	0	6	0	0	0	4	8	2	18	0	17	0	0	4	3	2	0	1	4	6	11	0	1	1	2	1	0	3	0	0	65	4	7	1	2	4	0	13	0	17	1	0	0	0	13	9	5	3	0	103	2	0	5	49	0	45	17	0	31	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__"
7339	1	0	0	0	0	4	0	2	0	1	0	4	0	0	6	2	0	0	2	3	1	12	3	0	0	0	3	119	6	4	4	32	0	267	5	12	3	31	0	29	4	13	0	22	61	11	0	1	17	3	2	2	0	7	11	51	9	4	8	0	1	114	7	22	7	4	51	4	51	1	58	17	1	47	23	2	1	29	7	24	1	365	70	4	9	4	5	2	36	15	8	128	0	53	17	1	0	1	12	44	1	1	12	32	0	7	9	49	0	1	11	2	1	174	1	77	16	5	3	5	3	49	114	2	78	29	6	9	4	11	46	5	2	34	3	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
7340	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	14	0	1	0	3	38	2	9	1	2	0	0	31	8	0	7	4	0	1	0	3	0	15	0	0	19	0	0	4	0	0	3	0	2	9	0	0	0	30	11	3	7	1	11	0	7	1	12	2	7	0	5	5	0	4	0	2	0	1	37	2	7	0	52	1	10	0	0	0	0	0	1	1	0	138	0	0	0	0	0	1	1	2	0	0	0	0	2	5	0	0	9	0	0	9	1	0	0	0	0	29	22	118	0	2	0	523	3	1	0	4	0	0	0	0	40	2	1	0	0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
7341	0	0	0	0	0	0	0	0	2	10	0	0	3	0	0	0	0	1	34	0	0	2	0	5	1	3	0	48	1	0	1	0	0	2	24	1	0	0	1	0	0	0	0	0	43	0	7	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	5	0	18	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	4	1	1	1	1	0	0	4	1	0	1	0	0	1	13	1	0	1	0	2	0	7	0	0	0	0	25	0	112	73	0	0	6	7	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
7347	0	0	5	6	1	1	0	4	56	12	22	0	3	1	0	0	0	4	7	12	0	587	7	2	2	109	32	174	25	11	4	13	16	119	2	108	4	3	7	26	6	10	0	92	84	26	0	5	7	1	24	31	0	15	13	82	45	65	19	1	2	20	29	7	1425	35	6	6	3	1	23	25	1	4	57	2	26	51	11	6	13	182	15	6	2	6	0	2	48	40	1186	17	20	1022	19	8	3	14	11	42	13	298	20	17	29	19	0	0	92	3	32	167	25	77	19	32	15	10	54	40	43	25	25	7	3	31	57	108	6	3897	177	12	2	48	542	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
