Nodes	12.07.2006.2b	02.07.2008	12.07.2009.1b	08.08.2009.2b	22.08.2009.1	12.09.2006.2b	05.07.2011.2	17.10.2012.2	18.08.2008.2d	25.07.2009.b	14.08.2012.1	02.09.2009.2	04.08.2008.4b	02.06.2008	15.07.2008	16.06.10.1	12.07.2006.1b	19.10.10.2	17.09.2012.2	24.04.12.1	16.06.10.2	25.07.06.1	27.08.13.2	16.09.10.1	27.10.08.2	15.08.2006.1a	23.10.13.2	26.09.2006.1b	12.10.11.2	01.06.08.1	23.09.2009.1	05.07.10.1	27.08.13.1	19.09.07.2	10.08.10.1	17.09.13.2	16.09.09.2	12.10.11.1	27.10.08.1	03.07.13.1	12.06.11.1	12.07.10.2	19.07.11.1	17.09.13.1	22.08.10.1	12.07.10.1	16.09.10.2	23.08.11.2	29.08.08.2	23.09.2009.2	15.05.11.1	23.08.11.1	07.06.12.2	05.05.10.1	05.05.10.2	26.09.07.2	12.09.11.1	23.10.13.1	05.06.13.2	07.06.12.1	16.08.13.2	06.07.07.2	05.06.13.1	29.08.08.1	16.08.13.1	10.08.10.2	22.08.07.2	05.09.06.1	02.08.07.1	27.06.06.1	07.10.08.6b	10.10.07.1	22.08.06.1	05.09.07.2	12.09.11.2	27.06.06.2	19.10.10.1	26.09.07.1	09.05.07.1	22.08.07.1	16.10.2006.2b	19.09.07.1	02.08.07.2	04.08.2008.2b	22.08.2009.p1	02.09.09.1	21.06.2011.2	15.10.09.p2	03.09.08.2b	25.06.2008.a	26.07.10.1	06.07.07.1	09.08.11.1	20.07.2012.2	29.07.2009.2d	13.06.2006.2c	19.07.11.2	20.05.2009.1	16.09.09.1	07.10.2008.5b	22.05.08.1	15.08.2006.2a	15.10.2009.1	29.08.07.2	09.08.11.2	17.09.2008.3b	21.06.2011.1	15.07.2008.2	02.08.2006.1b	19.06.2009.1	01.06.2008	18.08.2008.4d	08.07.2009.2	03.07.13.2	08.08.2009.p2	12.09.2006.1a	05.09.06.2	09.05.07.2	22.08.06.2	17.10.2012.1	20.05.2009.2	25.06.2008.b	05.09.07.1	13.06.2006.1c	28.07.2008.3d	08.07.2009.1	12.07.2009.2b	25.07.2009.p2	14.08.2012.2	20.07.2012.1	10.10.06.1	19.06.2009.2	05.07.2011.1	17.09.2008.1d	02.08.2006.2b	taxa
4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	11	3	1	1	0	13	1	0	3	6	0	0	8	0	2	0	0	0	3	1	4	19	2	1	0	0	0	0	0	7	0	22	1	7	26	41	0	5	1	10	1	0	13	5	8	0	4	0	0	0	84	0	0	29	0	6	73	39	5	89	2	2	0	0	1	0	0	182	7	0	1	1	14	0	0	1	16	0	13	0	1	3	4	35	12	0	0	319	0	0	48	3	9	5	20	4	2	4	68	23	8	20	1	0	33	2	22	7	3	0	0	283	38	0	0	9	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__"
4691	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	1	3	0	0	0	0	1	1	2	1	0	3	0	1	7	0	0	2	0	2	0	2	0	1	25	9	0	0	2	0	0	0	1	0	0	0	6	0	3	1	0	7	2	1	0	8	0	0	8	44	0	2	2	0	3	70	1	12	0	5	5	5	4	12	0	2	116	7	0	79	2	20	0	0	3	2	1	1	0	4	1	1	23	1	1	0	994	1	4	1	3	2	2	6	1	5	0	0	13	1	43	3	1	3	0	98	3	10	2	7	53	86	67	1	4	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__"
4698	0	0	0	0	2	0	0	6	0	0	0	19	0	0	16	0	0	5	4	0	0	0	22	84	3	2	3	1	6	0	25	18	10	6	21	8	30	6	3	0	2	14	9	6	6	18	78	5	69	29	0	12	5	1	0	17	19	15	0	3	83	22	1	63	0	28	30	34	4	1	4	20	43	40	10	7	3	17	0	44	1	16	7	9	82	92	4	8	10	3	71	36	4	31	1	2	16	0	94	9	1	4	9	95	2	29	15	126	7	2	1	4	1	4	13	9	85	1	74	79	17	16	48	2	30	0	5	0	7	7	3	0	4	57	17	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
4701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	0	3	0	0	0	3	2	6	0	7	0	2	1	0	5	1	0	2	0	7	0	0	0	1	5	26	5	0	3	0	1	3	0	14	0	0	1	2	1	1	37	1	1	0	29	0	1	0	3	18	0	29	4	0	0	1	0	0	0	0	0	0	0	0	68	1	0	0	0	3	0	0	0	13	1	5	0	9	1	79	85	0	10	0	0	0	0	1	0	0	0	0	0	63	0	29	4	0	1	0	1	0	0	0	0	10	0	0	0	1	8	4	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
4707	0	0	3	0	0	0	0	4	0	0	0	1	0	19	1	48	4	91	1	38	43	10	1	0	74	0	37	17	36	68	14	31	0	60	3	0	1	87	68	1	5	2	0	1	2	1	4	0	5	59	222	0	29	98	83	56	30	20	63	46	9	62	78	11	0	5	18	28	0	5	2	107	3	113	28	9	128	73	184	24	178	120	2	0	6	2	15	59	7	25	0	26	0	0	0	98	2	184	6	5	63	0	93	27	0	18	7	4	25	325	283	7	45	22	183	6	57	265	5	73	116	24	228	141	5	3	117	3	0	0	318	10	1	57	67	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__"
4709	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	3	0	40	0	28	5	0	1	0	36	0	2	1	19	10	1	8	0	10	2	0	0	31	9	2	3	0	0	1	0	0	1	0	0	0	151	0	29	45	49	11	23	1	25	35	7	14	27	0	0	4	4	0	0	3	0	36	0	39	13	8	47	18	116	4	31	34	1	1	0	0	6	18	0	20	0	13	0	0	0	20	0	32	0	3	3	0	109	0	0	1	3	0	0	102	21	1	2	24	10	0	2	144	0	41	37	30	34	35	0	6	15	0	0	0	108	8	2	5	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__"
4719	0	0	2	7	4	0	1	0	19	27	1	14	3	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	13	0	0	1	2	0	2	2	2	1	0	0	0	0	1	6	0	1	0	4	4	1	0	9	3	0	0	0	1	0	0	19	1	0	0	5	2	8	0	12	0	0	4	0	3	0	2	1	0	0	0	0	0	0	0	12	2	39	0	4	28	0	135	0	6	9	34	0	4	1	4	15	0	3	0	4	10	9	6	1	12	0	0	29	7	0	112	5	7	0	32	1	0	0	0	1	37	0	39	712	22	82	0	0	0	29	31	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
4720	0	0	0	1	0	0	0	0	6	2	2	0	7	0	7	0	0	0	6	0	0	0	3	0	0	0	0	2	218	0	0	1	6	1	0	0	0	4	1	2	0	0	1	1	0	1	1	36	1	0	0	22	2	0	0	0	23	0	0	0	2	0	0	1	11	2	2	2	0	0	7	0	2	1	35	0	0	0	0	2	0	0	0	16	0	0	0	0	13	0	32	0	24	49	89	0	5	0	0	4	0	3	1	4	14	6	0	4	0	0	0	15	4	6	6	2	6	0	15	0	4	0	1	0	54	0	8	45	33	451	2	1	3	13	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
4727	0	0	1	0	0	0	0	7	0	2	0	0	0	2	0	0	1	117	2	16	0	0	6	1	50	0	1	2	25	6	14	0	5	27	3	5	2	25	55	1	48	0	1	2	0	0	11	1	5	6	141	0	9	42	144	71	209	7	40	15	7	13	15	6	1	2	4	41	0	101	0	125	3	57	135	59	178	76	149	11	29	30	0	0	2	1	50	56	1	3	0	10	0	0	0	32	6	121	3	2	100	0	38	11	0	14	58	5	0	104	20	9	12	14	10	15	58	247	8	50	36	78	40	54	0	1	11	1	0	0	235	1	5	18	1	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
4737	0	0	0	4	3	4	2	0	152	14	3	0	103	0	2	0	0	2	0	5	0	89	3	0	1	144	0	0	1	0	6	0	36	2	10	6	5	0	1	0	10	0	18	15	5	0	1	3	3	0	2	0	0	2	6	1	3	0	0	0	2	1	1	6	19	1	0	9	0	2	51	1	30	3	10	1	0	5	10	0	0	0	0	200	3	19	25	2	24	0	1	0	110	0	43	1	25	0	34	65	18	377	0	13	127	4	21	0	107	4	1	316	1	0	122	62	14	9	93	0	1	0	3	2	48	1	5	734	28	66	1	0	30	46	258	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
4738	0	0	0	0	0	0	3	15	5	0	0	0	4	1	4	1	5	45	0	21	1	8	18	9	109	4	13	0	8	4	4	2	15	23	17	16	4	15	107	1	16	0	12	10	5	1	11	0	4	9	29	1	2	106	160	75	11	10	23	3	21	14	36	9	17	20	9	2	7	7	1	373	2	26	15	4	58	74	34	16	11	41	3	17	12	8	76	35	2	3	0	16	5	0	14	5	25	160	11	4	118	4	43	9	23	10	41	1	3	165	26	18	2	7	16	5	15	47	4	167	18	9	77	9	14	2	15	17	6	1	2	2	96	31	13	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
4756	0	0	26	11	5	32	3	0	39	113	6	6	73	0	145	0	13	0	7	1	0	6	35	0	5	40	14	37	434	0	3	9	73	2	2	106	4	9	2	1	0	2	13	85	6	55	0	223	25	1	0	64	8	0	0	0	69	69	2	15	11	0	0	24	40	15	8	296	3	19	45	0	21	18	262	2	0	0	0	8	11	3	6	359	18	29	2	0	120	2	998	1	71	325	2154	0	32	6	3	82	2	117	2	52	52	111	6	66	62	4	0	160	497	7	145	243	283	0	125	4	63	0	18	18	2615	9	392	800	44	505	36	15	51	938	227	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__"
4757	0	0	0	0	1	7	23	0	0	5	0	1	3	0	0	0	0	1	1	0	0	1	75	0	0	14	16	83	2	0	14	0	198	0	11	2	2	0	0	12	0	0	8	9	1	0	5	15	7	0	0	8	0	0	0	0	4	10	0	0	28	0	0	5	79	50	0	2	0	0	8	0	50	0	7	0	0	0	0	0	3	0	0	16	0	3	7	0	12	0	35	0	10	487	26	0	82	0	0	9	0	53	0	13	147	7	8	0	189	0	0	0	53	4	19	228	14	0	183	0	1	0	0	0	78	0	107	459	5	404	63	0	107	58	154	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__"
4766	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	31	0	0	0	450	0	0	42	0	1	5	3	9	0	0	0	0	0	0	0	0	0	0	664	0	0	7	0	0	100	0	51	0	3	0	0	1	0	0	0	0	0	0	0	0	56	0	5	0	0	0	74	0	0	0	50	0	0	24	0	0	271	0	0	0	0	0	0	0	0	0	0	21	0	0	0	733	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	566	1	0	37	0	0	1	2	0	0	0	0	1	0	4	0	"k__Bacteria; p__Acidobacteria; c__Holophagae; o__Holophagales; f__Holophagaceae; g__; s__"
4767	0	0	0	0	0	3	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	2	0	0	0	0	0	0	183	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	1	0	0	0	0	0	2	33	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	16	0	32	0	1	1	0	0	0	0	0	3	0	0	0	0	1	33	0	0	0	0	0	52	0	0	0	13	12	0	0	0	0	0	1	0	0	0	1	134	0	7	0	0	8	92	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"
4780	0	0	0	0	0	0	0	3	0	0	9	1	0	0	0	0	0	0	18	0	0	0	14	1	0	0	0	2	6	0	0	0	8	3	0	0	0	7	0	0	0	20	4	0	1	27	14	5	0	1	0	11	0	0	0	5	4	1	0	0	8	0	0	0	3	1	60	4	29	0	1	7	1	2	1	0	0	2	0	65	0	3	32	0	0	0	0	0	0	0	0	0	0	8	1	0	8	0	1	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	3	3	0	0	1	0	0	2	0	2	0	0	0	84	34	1	0	0	18	0	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]"
4783	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	6	3	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	184	0	0	0	279	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	13	10	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	9	0	0	0	0	0	8	0	3	0	0	4	0	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]"
4789	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	983	0	0	0	28	0	3	0	0	2	0	1	0	0	0	0	2	2	1	3	0	0	0	0	0	2	0	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	17	0	1	0	0	0	0	0	0	2	1	121	4	2	0	0	0	0	1	0	0	0	0	5	0	0	1	1	7	1	0	0	1	2	0	0	0	0	0	1	78	0	5	0	113	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__"
4797	0	0	0	0	0	2	1	1	1	0	3	0	0	0	0	0	1	1	7	0	0	1	5	0	0	0	0	9	9	0	0	0	1	0	1	0	2	14	1	0	0	0	2	0	7	0	4	36	0	0	0	95	0	0	0	0	62	0	0	0	6	0	0	1	44	4	2	9	0	0	15	0	0	0	53	0	0	0	0	1	3	0	1	2	0	0	0	3	27	0	0	0	1	1	0	0	1	0	0	14	0	0	0	1	0	85	0	0	0	2	0	40	0	0	3	17	10	0	0	0	0	0	1	0	0	0	0	0	50	10	14	0	0	115	1	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__"
4826	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	22	0	2	3	0	0	0	0	0	0	5	0	0	1	6	0	0	2	0	0	0	3	3	0	0	0	0	0	0	6	0	43	2	17	0	0	7	1	2	98	5	0	0	1	0	0	0	7	0	0	2	8	1	0	1	0	0	0	1	0	0	0	0	0	1	9	0	0	0	6	0	144	0	0	2	0	0	0	0	0	0	10	37	0	2	0	0	0	25	0	0	0	0	0	10	0	0	0	0	178	22	"k__Bacteria; p__Planctomycetes; c__028H05-P-BN-P5; o__; f__; g__; s__"
4829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	45	0	71	1	0	0	9	0	0	0	37	0	0	0	0	19	1	1	34	0	4	1	0	0	1	2	1	0	15	1	0	0	1	0	289	0	0	0	0	0	0	0	27	8	1	2	0	2	6	0	1	0	163	1	2	0	0	7	0	0	0	0	0	0	5	2	8	0	0	0	0	0	0	32	3	0	0	9	17	1	0	0	0	29	14	0	0	1	0	12	0	93	0	3	11	1	0	5	0	0	1	78	0	0	0	0	0	0	0	0	2	22	2	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Crenotrichaceae; g__Crenothrix; s__"
4848	0	0	1	2	1	2	3	19	5	0	10	2	3	77	2	23	4	57	25	391	25	1	16	25	11	7	16	20	42	117	0	92	9	30	17	3	0	64	5	22	41	9	11	19	6	12	40	34	12	7	245	19	17	146	160	14	83	19	81	12	48	3	74	14	77	26	10	7	1	31	11	29	11	8	74	37	193	31	494	19	84	20	5	37	11	4	20	49	13	38	61	4	0	19	8	174	4	215	2	23	267	18	251	14	0	8	23	21	2	206	383	37	21	147	25	18	29	832	18	193	192	16	21	184	72	72	75	0	55	200	77	118	64	33	18	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
4851	0	1	0	0	0	0	5	1	0	0	0	0	0	49	0	11	9	16	1	169	14	2	0	0	6	0	3	2	7	128	0	16	1	5	2	0	0	11	1	13	16	0	1	4	0	1	1	0	0	0	56	1	14	98	89	2	13	3	32	15	6	2	32	1	0	2	2	0	0	8	0	1	0	3	8	7	62	3	286	1	2	2	0	1	2	0	21	6	0	4	0	1	0	0	0	46	16	63	0	1	299	2	37	0	0	7	25	2	0	74	354	2	4	86	6	1	1	492	2	35	30	9	1	59	1	9	17	1	0	0	1	23	74	6	5	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
4853	0	0	0	0	2	0	0	4	0	0	0	19	0	0	1	0	0	1	18	0	0	1	1	1	0	0	0	0	11	0	6	0	1	0	20	0	10	21	0	1	1	1	0	0	3	0	3	0	3	1	5	8	0	0	2	1	6	1	0	1	1	4	0	6	1	59	0	4	14	0	1	1	5	1	3	1	0	0	1	2	0	1	7	1	19	122	1	23	3	0	1	6	0	3	0	1	0	0	38	2	1	0	9	9	0	3	0	2	0	2	0	6	0	1	20	3	12	0	18	3	1	0	3	1	0	1	0	0	43	4	2	0	0	4	6	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
4866	0	0	1	2	12	16	9	6	2	2	22	18	0	3	8	16	0	0	30	0	11	1	31	57	47	24	6	15	27	5	6	3	11	39	18	22	7	60	25	6	2	48	79	23	40	44	311	21	11	20	0	26	1	0	0	196	15	4	0	0	144	26	0	27	57	53	102	76	51	177	41	326	20	366	14	178	1	309	0	137	38	69	56	130	175	20	508	29	26	3	4	59	7	66	2	2	79	23	34	54	7	45	16	25	4	208	1271	78	55	19	9	200	57	27	149	199	152	0	14	33	97	16	245	4	39	13	66	11	127	42	84	62	482	232	159	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
4867	1	0	0	0	11	2	0	6	0	3	4	3	0	0	1	11	0	0	9	0	8	0	5	0	19	6	3	8	10	0	5	0	1	5	6	4	2	26	10	0	0	2	29	4	0	1	1	1	1	15	0	7	0	0	0	11	10	3	0	0	36	9	1	4	18	11	24	11	26	34	0	51	4	48	5	23	0	29	0	33	26	6	41	16	104	2	300	16	0	0	3	8	0	52	3	0	46	5	12	2	0	20	13	3	1	6	802	14	4	3	0	7	3	3	28	54	28	0	4	5	22	2	42	1	13	1	11	16	44	21	80	2	61	5	6	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
4869	0	0	0	0	10	8	0	7	2	0	0	5	0	0	0	0	1	0	12	0	0	0	15	0	1	11	0	1	4	0	0	0	5	0	8	8	0	5	1	0	0	0	7	8	0	0	0	6	12	3	0	23	0	0	0	18	12	0	0	0	44	0	0	9	15	11	42	73	1	1	33	72	8	110	7	1	0	20	0	54	0	5	3	2	120	4	1	13	26	0	3	0	3	2	1	0	6	0	2	60	0	13	6	28	1	36	0	1	7	0	0	86	0	0	94	59	126	0	12	13	0	0	113	0	1	0	1	0	2	5	1	0	5	34	15	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
4878	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3	9	0	1	0	0	0	0	0	2	4	0	0	2	7	0	0	0	2	1	0	2	21	0	3	0	0	0	0	0	0	12	2	0	0	0	0	3	0	2	0	12	5	3	2	28	8	22	4	10	3	31	0	22	0	3	1	3	8	14	2	0	25	0	2	5	0	6	1	0	0	0	3	0	1	13	0	9	0	2	0	5	92	5	2	4	0	6	10	0	11	16	2	0	4	1	9	12	4	0	6	2	1	1	0	0	2	4	3	4	6	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
4889	79	44	43	6	67	88	533	574	8	37	14	505	6	882	206	437	1214	315	235	943	615	83	557	398	914	35	668	984	1033	1335	1286	427	337	929	444	954	933	1501	1423	1176	1031	131	806	387	265	130	864	349	518	1693	1455	619	772	1722	1743	1386	992	629	1370	691	404	344	1828	644	175	522	1401	777	707	2088	565	2565	323	1929	1134	1954	1234	1787	1629	2861	1728	1828	556	309	1248	1516	4159	1515	738	1348	100	513	29	319	61	3161	1636	2651	1175	986	3019	162	2244	831	22	1530	6039	1707	680	2814	3582	906	1245	2176	1428	1306	1900	3529	290	3425	1619	2953	3492	5034	1301	2612	2398	203	1031	74	2460	3845	8513	2663	2880	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
4892	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	6	2	10	0	1	3	2	1	0	1	3	14	4	0	8	0	12	0	1	0	13	3	3	5	3	2	3	2	13	0	3	2	0	19	3	3	13	13	4	18	2	22	2	23	0	6	0	1	10	2	1	5	3	0	2	1	0	23	4	27	13	12	6	8	7	2	18	2	1	1	14	3	3	15	1	0	0	0	15	2	9	0	5	17	4	39	1	0	11	0	0	1	3	9	5	6	26	7	2	2	21	5	31	37	0	3	13	4	1	17	1	0	3	11	4	1	5	10	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
4920	0	0	0	0	0	0	0	3	0	0	0	1	0	4	1	2	0	2	0	3	5	0	1	0	9	0	5	0	16	1	9	1	0	1	0	1	4	18	7	3	5	0	0	0	0	0	0	0	5	9	10	0	10	6	12	6	6	2	7	14	2	2	4	11	0	0	2	11	0	6	9	11	2	9	4	16	3	6	0	2	27	3	1	0	10	10	2	104	7	3	0	1	1	0	0	11	6	14	37	10	2	0	57	21	0	6	1	7	1	22	4	4	15	1	44	3	19	5	11	41	17	3	20	37	2	5	12	0	1	0	107	3	0	23	4	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
4926	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	12	1	23	1	0	0	0	5	0	9	0	1	12	1	12	0	1	1	0	0	9	0	8	9	3	1	2	0	0	0	0	0	0	48	0	2	18	8	1	8	8	23	1	6	1	15	0	1	2	3	0	0	3	0	2	0	1	7	3	12	0	35	4	9	5	0	4	0	0	7	1	0	12	1	0	0	0	0	19	1	12	0	3	41	2	24	0	1	0	6	1	0	12	43	1	3	17	3	0	0	35	0	29	32	8	2	14	0	5	20	1	0	0	5	12	5	2	1	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
4952	1	2	0	0	0	1	3	14	2	0	6	8	2	15	11	4	21	25	20	0	5	3	32	370	214	5	91	16	3	25	147	1	9	1	197	16	55	7	446	5	12	3	140	3	20	0	445	47	41	203	3	86	33	7	16	8	7	99	14	30	274	20	18	34	77	264	494	42	1	85	54	17	23	9	11	107	36	8	3	177	100	5	1	8	149	33	16	42	40	57	1	7	7	20	7	139	212	259	66	48	35	10	79	72	2	157	20	77	62	333	52	52	2	9	10	28	88	12	42	72	2	258	23	298	37	2	6	0	61	32	29	4	132	218	177	"k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__LD19; g__; s__"
4953	0	3	0	0	3	3	0	12	2	0	0	6	0	5	29	10	8	6	48	1	26	3	22	241	165	3	34	12	5	5	144	2	8	14	105	19	25	5	335	0	1	0	1	9	15	0	324	28	79	205	1	37	9	9	14	38	22	13	7	9	20	15	10	80	26	163	215	182	3	48	88	26	22	22	26	55	29	21	2	88	273	15	1	16	130	6	1	76	57	10	1	8	1	1	6	51	11	365	23	81	20	4	114	178	1	170	3	121	37	469	22	58	6	2	9	28	358	3	48	132	7	126	54	115	30	15	11	0	3	1	60	33	8	285	88	"k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__LD19; g__; s__"
4956	0	0	0	0	16	0	1	1	1	0	19	3	0	0	0	0	1	0	20	0	1	0	15	48	4	7	7	5	0	0	6	0	7	18	69	19	2	1	2	0	0	0	12	9	5	0	75	36	34	8	2	85	3	0	0	17	7	4	0	1	23	0	2	68	16	99	123	45	0	0	44	6	79	15	8	1	0	8	0	37	9	10	1	2	298	13	0	2	41	0	3	1	19	8	0	0	8	1	2	22	1	28	0	130	12	68	1	0	17	7	0	8	0	0	8	7	77	0	136	2	1	1	46	2	1	1	0	0	274	15	12	2	2	131	46	"k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__LD19; g__; s__"
4973	0	0	0	0	0	5	2	0	0	0	0	7	0	4	1	0	4	0	1	0	4	0	0	0	6	0	0	4	10	0	2	0	0	0	0	0	6	13	4	24	4	0	0	0	7	0	0	0	7	0	0	0	12	0	1	0	12	0	1	4	0	0	1	4	0	0	0	4	0	72	5	0	18	0	6	82	3	0	2	0	12	0	0	1	0	6	10	21	6	0	0	0	0	0	0	29	0	19	3	11	1	0	2	10	0	19	1	13	0	62	1	7	12	49	3	44	7	5	35	2	3	2	0	67	3	7	6	6	0	0	98	31	15	24	0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
4979	0	0	1	0	0	0	3	1	0	0	0	0	0	6	0	1	0	1	1	9	0	0	0	0	3	1	1	0	11	22	0	7	0	2	2	0	0	4	1	1	21	1	0	0	2	1	0	2	0	3	19	0	3	5	3	1	3	1	14	4	3	2	27	1	0	1	2	1	1	9	1	3	0	1	3	3	11	2	15	7	3	4	0	1	0	1	38	2	1	1	4	1	0	2	0	11	2	6	2	1	37	2	5	1	0	4	89	1	1	13	44	2	1	3	3	1	1	28	1	20	7	4	5	21	1	1	4	0	0	0	1	7	21	5	7	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
4983	0	0	1	0	0	0	0	68	1	2	1	4	0	0	1	2	0	0	93	2	1	0	5	1	55	17	7	67	8	1	95	2	5	9	140	27	29	26	104	9	0	3	0	13	0	3	3	1	36	110	0	0	0	1	2	14	9	7	0	1	21	0	0	59	2	112	2	27	0	0	222	54	73	0	13	0	0	29	0	8	99	11	0	40	11	16	0	8	237	0	1	0	0	140	2	0	5	1	101	379	3	36	4	115	0	539	0	8	7	5	0	197	13	6	79	31	34	4	49	408	34	0	25	1	85	3	29	26	9	132	103	4	0	721	34	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
