method,ccc,alpha,delta,r,ccc_hat,absolute_error,alpha_hat,delta_hat,selected_lambda,time,sim_subset,draw,id,eta,alpha_delta_r
[3] GOF,1e3,0.1,0.001,10,1058,58,0.09219558958764777,9.680134188431087e-4,30,5985.273000000001,8,3,38,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1048,48,0.09158751719402079,9.879766216971183e-4,0,5883.3789999999935,8,4,39,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,909,91,0.11973111650430945,0.0011225708615730642,130,5794.053,8,5,40,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,1e-5,10,838,162,0.13425978283165294,6.486763135918775e-6,20,8578.369000000006,8,1,36,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,856,144,0.12984563379986702,6.115991690450062e-6,20,8654.765,8,2,37,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,980,20,0.10675781581285777,6.6326073827204e-6,60,8706.962,8,3,38,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,1e3,0,0.10406934674596272,6.450613093932345e-6,50,8608.955999999991,8,4,39,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,852,148,0.13781425567428654,6.304520656840577e-6,100,8783.024000000005,8,5,40,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,0.001,14,951,49,0.1189615492821357,0.0012781271579528329,NA,587.3220000000001,8,1,36,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1180,180,0.07875334009291943,0.0010168896269411682,NA,573.119999999999,8,2,37,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,944,56,0.10645302887983313,0.0010627940179154412,NA,567.2810000000009,8,3,38,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,953,47,0.10333963318385314,0.0010969545126049336,NA,566.0639999999985,8,4,39,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,935,65,0.10972709292794315,0.0010623705603637354,NA,571.1909999999989,8,5,40,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,1e-5,14,856,144,0.12925381415795972,8.226744079481776e-6,NA,813.6859999999997,8,1,36,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,980,20,0.09895642164084814,6.654573277832416e-6,NA,812.7900000000009,8,2,37,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,1e3,0,0.09591489223258519,6.639302943744998e-6,NA,820.2019999999993,8,3,38,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,1420,420,0.05744512712116112,6.24161215056363e-6,NA,795.1800000000003,8,4,39,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,845,155,0.13339339009090634,8.283844822523026e-6,NA,817.8020000000015,8,5,40,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,0.001,14,1373,373,0.06794155279792341,8.88924831591581e-4,60,8362.534,8,1,36,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1287,287,0.0729899285261774,9.193562984297626e-4,20,8347.472999999998,8,2,37,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,944,56,0.10645302887983313,0.0010627940179154412,0,8212.743999999977,8,3,38,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1376,376,0.06661685551373492,9.256658538785103e-4,70,7932.75,8,4,39,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,935,65,0.1113138665076715,9.901165374904544e-4,30,7986.260000000009,8,5,40,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,1e-5,14,856,144,0.1262828011463009,7.153914304685112e-6,40,11405.098999999987,8,1,36,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,840,160,0.1411610426204325,6.2751212584871686e-6,140,10966.372999999992,8,2,37,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,1e3,0,0.09708663883999907,6.641461284566453e-6,90,10936.02900000001,8,3,38,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,994,6,0.09799559847523166,6.669220469261752e-6,120,11256.91399999999,8,4,39,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,845,155,0.13452894199146895,7.221456057069519e-6,80,11188.695999999996,8,5,40,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,0.001,6,1131,131,0.08234240991349873,0.0011476659972475506,NA,334.466,9,1,41,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,813,187,0.13900391181684477,0.001257936535530749,NA,333.64400000000006,9,2,42,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1371,371,0.06920993274704662,9.845203304238376e-4,NA,338.31499999999994,9,3,43,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1287,287,0.07038144070436629,9.26365855431766e-4,NA,322.332,9,4,44,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,860,140,0.1291953993719417,0.0011551271724312684,NA,348.70900000000006,9,5,45,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,1e-5,6,978,22,0.09780024052868268,6.6566120037856785e-6,NA,459.0340000000001,9,1,41,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,1013,13,0.09551343661475047,6.630361656233918e-6,NA,474.8220000000001,9,2,42,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,826,174,0.13503688299882555,8.74582587884433e-6,NA,473.86799999999994,9,3,43,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,846,154,0.1260250279229203,8.85498019600013e-6,NA,481.44799999999987,9,4,44,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,983,17,0.10192297390134478,6.634320762077714e-6,NA,475.9090000000001,9,5,45,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,0.001,6,1131,131,0.08234240993256717,0.0011476659972045,0,3615.2349999999997,9,1,41,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,915,85,0.1122533270093971,9.969913187562517e-4,10,3607.1020000000003,9,2,42,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1371,371,0.0692099327470717,9.845203303963986e-4,0,3668.1850000000004,9,3,43,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1287,287,0.07038144195013285,9.263636534511437e-4,0,3475.5499999999993,9,4,44,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,860,140,0.131983544276809,0.001131264458285973,30,3759.3100000000013,9,5,45,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,1e-5,6,838,162,0.13704459718304385,6.382046407780091e-6,100,5251.9310000000005,9,1,41,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,1013,13,0.09947685086639736,6.637983818467109e-6,130,5272.259000000002,9,2,42,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,826,174,0.13733792845743212,5.697883703098769e-6,120,5301.022999999997,9,3,43,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,2397,1397,0.02904823035272804,4.354131950395708e-6,40,5171.745999999999,9,4,44,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,1124,124,0.07811766809750902,5.16812544918932e-6,40,5244.845000000001,9,5,45,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,0.001,10,1028,28,0.09139582346276214,0.0011009643916015375,NA,566.6010000000001,9,1,41,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,949,51,0.10541046177527122,0.0010609201269804907,NA,555.5519999999997,9,2,42,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,860,140,0.12487940136938794,0.0012498757154190108,NA,555.7870000000003,9,3,43,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,935,65,0.10881914079056648,0.0012384431977657986,NA,562.6019999999999,9,4,44,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1036,36,0.0934982490871075,9.946199575404683e-4,NA,565.2089999999998,9,5,45,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,1e-5,10,868,132,0.12764663005034277,8.384230709698361e-6,NA,799.0860000000002,9,1,41,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,854,146,0.1298718010303354,8.460518724358128e-6,NA,791.4859999999999,9,2,42,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,846,154,0.13023582341013196,8.971924298255061e-6,NA,791.768,9,3,43,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,862,138,0.1308668073626487,8.451613182998701e-6,NA,837.0699999999997,9,4,44,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,989,11,0.09410007157948388,6.662054278967363e-6,NA,782.0010000000002,9,5,45,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,0.001,10,1028,28,0.0925714531160488,9.92121225354182e-4,40,5869.494000000006,9,1,41,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,949,51,0.10541046177506999,0.001060920126979597,0,5936.144,9,2,42,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1182,182,0.0775341946991508,9.08249572173045e-4,30,6047.040000000001,9,3,43,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1142,142,0.08619279584332766,0.0011232788228193863,60,5924.411,9,4,44,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1036,36,0.09349824908670526,9.946199575401999e-4,0,5867.960999999996,9,5,45,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,1e-5,10,868,132,0.13058449291715526,7.929815011501607e-6,130,8528.482000000004,9,1,41,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,854,146,0.1333469555491064,6.089968722940187e-6,120,8526.573999999993,9,2,42,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,846,154,0.13455567009258554,5.933109558108244e-6,20,8737.145000000004,9,3,43,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,1006,6,0.09683983154573449,6.678396833752271e-6,110,9029.203999999998,9,4,44,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,848,152,0.1313867244084874,6.27964460283708e-6,120,8643.451000000001,9,5,45,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,0.001,14,949,51,0.10834887192737086,0.0012750249688556346,NA,760.9660000000003,9,1,41,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,967,33,0.1093587926003067,0.0012897960119478491,NA,773.2929999999997,9,2,42,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1142,142,0.08399006382124466,0.0011978867342048434,NA,763.5010000000002,9,3,43,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,962,38,0.10809042542098343,0.0010713597980861315,NA,796.4189999999999,9,4,44,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,848,152,0.12548540136738165,0.0011273748029816068,NA,768.7219999999998,9,5,45,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,1e-5,14,1013,13,0.09344814545734917,6.641054364662834e-6,NA,1091.7630000000008,9,1,41,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,846,154,0.13162309025099037,8.463596545194712e-6,NA,1076.1669999999995,9,2,42,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,1006,6,0.09476236921678347,6.6663140183873395e-6,NA,1137.4390000000021,9,3,43,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,992,8,0.09569790821120924,6.662693593958646e-6,NA,1094.583999999999,9,4,44,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,1015,15,0.09278082195466512,6.647074843611679e-6,NA,1157.571,9,5,45,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,0.001,14,949,51,0.1062213999907602,0.0010637985770458225,140,8205.804999999993,9,1,41,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1397,397,0.06501674354661126,9.501873149253867e-4,10,8271.52900000001,9,2,42,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1038,38,0.10135955041829445,0.0012217736593834467,80,7905.8949999999895,9,3,43,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,962,38,0.10809042542102172,0.0010713597980867929,0,8170.940999999992,9,4,44,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,848,152,0.12548540136727973,0.001127374802982235,0,7990.052999999985,9,5,45,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,1e-5,14,1013,13,0.09344814545734917,6.641054364662834e-6,0,10956.768000000011,9,1,41,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,846,154,0.13370179961580678,5.933839499163889e-6,20,10724.744999999995,9,2,42,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,1006,6,0.10286794061594053,6.788446435481774e-6,60,11627.027000000002,9,3,43,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,850,150,0.13447314115872086,6.291732643559164e-6,90,11092.842000000004,9,4,44,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,870,130,0.1306969288635075,6.030668463440747e-6,120,10926.222999999998,9,5,45,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,0.001,6,949,51,0.1088318617830296,0.0012241673033556364,NA,248.39600000000002,10,1,46,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,951,49,0.10581795024330003,0.001102065446211734,NA,241.88699999999997,10,2,47,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,954,46,0.10939984304376346,0.0011435350308908305,NA,241.36599999999999,10,3,48,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,920,80,0.11544388943282638,0.001226457145037005,NA,233.52499999999998,10,4,49,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,805,195,0.13327168911842782,0.0013486027218279429,NA,231.18000000000006,10,5,50,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,1e-5,6,850,150,0.13832331449228685,9.296554848468523e-6,NA,355.933,10,1,46,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,826,174,0.14381853412912063,7.842811024923559e-6,NA,337.78700000000003,10,2,47,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,845,155,0.13682724980842312,8.69588122401846e-6,NA,363.0239999999999,10,3,48,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,854,146,0.13352746308089702,8.284964066404836e-6,NA,346.346,10,4,49,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,845,155,0.1354541419471368,8.331580065740831e-6,NA,356.27199999999993,10,5,50,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,0.001,6,949,51,0.11026814877281475,0.0011984580463236193,40,3726.369,10,1,46,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,951,49,0.10591039003060035,0.0010960287255110763,10,3705.122,10,2,47,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,954,46,0.10970132247248815,0.0011347462804761166,10,3755.6089999999995,10,3,48,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,716,284,0.18105789692124308,0.001201350049890497,110,3688.2219999999998,10,4,49,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,805,195,0.13735332422918975,0.001240244456773268,50,3587.749,10,5,50,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,1e-5,6,850,150,0.13361761237190353,4.700724937951568e-6,50,5466.664999999997,10,1,46,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,826,174,0.13762932684233595,5.574374358940056e-6,40,5138.274000000001,10,2,47,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,845,155,0.1510141475124804,6.243801786131741e-6,130,5478.9540000000015,10,3,48,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,854,146,0.13928745332253298,6.043103952601671e-6,120,5378.404999999999,10,4,49,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,845,155,0.14985494465126592,6.881598428043106e-6,90,5281.968999999997,10,5,50,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,0.001,10,951,49,0.10802763366035972,0.0011541425345730264,NA,389.5369999999998,10,1,46,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,954,46,0.10595938419753421,0.0010967317430961331,NA,391.0419999999999,10,2,47,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,818,182,0.12986226741698084,0.001141567657176649,NA,383.37300000000005,10,3,48,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1014,14,0.09982169521413235,0.0011438410801409408,NA,375.21999999999935,10,4,49,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,826,174,0.13803526287118784,0.0012145782906066544,NA,393.97100000000046,10,5,50,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,1e-5,10,992,8,0.09832275953717218,6.6521395631307496e-6,NA,557.7109999999993,10,1,46,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,854,146,0.12829123594951672,9.036135931806487e-6,NA,565.7120000000004,10,2,47,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,845,155,0.13453778984654052,5.762745499120972e-6,NA,588.6680000000006,10,3,48,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,851,149,0.13118242395008672,6.160335694758158e-6,NA,581.152,10,4,49,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,983,17,0.10050031181835625,6.63691069549539e-6,NA,590.5619999999999,10,5,50,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,0.001,10,951,49,0.10924041960479261,0.0011239998789876126,70,6026.754000000001,10,1,46,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,954,46,0.105967569053597,0.0010938320932733167,10,6079.192999999999,10,2,47,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,818,182,0.12986226741698084,0.001141567657176649,0,5837.527999999998,10,3,48,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1014,14,0.09766345567957112,9.79415669520661e-4,90,5763.085999999996,10,4,49,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,929,71,0.11695268596876937,0.0011128605763770511,50,5923.417000000001,10,5,50,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,1e-5,10,992,8,0.0990702420211117,6.653545629549417e-6,40,8685.488000000012,10,1,46,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,854,146,0.13447343243576762,6.13357456198377e-6,60,8777.089999999997,10,2,47,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,845,155,0.14062363187284896,5.977759246650962e-6,120,8693.580000000002,10,3,48,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,851,149,0.13118242395008672,6.160335694758158e-6,0,8682.129,10,4,49,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,843,157,0.1387143434403982,5.991619101335414e-6,50,8658.938999999998,10,5,50,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,0.001,14,951,49,0.10653116889104441,0.001175731961363523,NA,532.5649999999996,10,1,46,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1060,60,0.08832119001166235,9.926936810660564e-4,NA,551.6239999999998,10,2,47,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,918,82,0.11016562902296201,0.0010840334886326865,NA,528.3029999999999,10,3,48,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,826,174,0.14354354815996087,0.00130972621358333,NA,537.4090000000015,10,4,49,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,915,85,0.10844651302377124,0.0010695335607343558,NA,515.9400000000005,10,5,50,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,1e-5,14,850,150,0.1352831950940045,6.033067225101198e-6,NA,821.5880000000016,10,1,46,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,854,146,0.1333626452533227,7.810675851425578e-6,NA,830.2090000000007,10,2,47,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,851,149,0.13157724909150412,5.875790777312141e-6,NA,787.473,10,3,48,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,840,160,0.13575273507596677,8.16756495618947e-6,NA,815.518,10,4,49,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,842,158,0.13374216096625746,7.948145117624757e-6,NA,778.253999999999,10,5,50,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,0.001,14,951,49,0.1078429496478056,0.0011510716169910182,90,8335.679999999993,10,1,46,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1166,166,0.08325699976447408,9.608830683666689e-4,20,8063.6919999999955,10,2,47,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,918,82,0.11016562902296201,0.0010840334886326865,0,7849.3520000000135,10,3,48,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,929,71,0.11734387794278955,0.0011869473000526353,50,7989.164000000019,10,4,49,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,915,85,0.10844651302377124,0.0010695335607343558,0,7489.91399999999,10,5,50,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,1e-5,14,850,150,0.1352831950940045,6.033067225101198e-6,0,11152.044000000024,10,1,46,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,854,146,0.1338542172680072,5.765649326097499e-6,130,11390.619999999995,10,2,47,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,851,149,0.13875319185628357,6.156146417969212e-6,100,11201.092999999993,10,3,48,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,840,160,0.138877155822123,6.18584106496299e-6,40,11055.378999999986,10,4,49,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,842,158,0.13552969703692652,6.1224752518187534e-06,130,10398.13500000001,10,5,50,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,0.001,6,1244,244,0.07752314576959443,0.001070329679941548,NA,337.739,11,1,51,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1352,352,0.06564457460713696,0.0010215920319754394,NA,319.414,11,2,52,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1244,244,0.07666598359851177,0.0011776023341050475,NA,332.308,11,3,53,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,960,40,0.10680568920834199,0.00126039567782456,NA,341.0859999999999,11,4,54,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
